net,length_um
regfile_inst.registers\[3\]\[10\],10.58
_0292_,10.575
_1022_,10.565
_3026_,10.56
net1018,10.56
net1140,10.56
inputA[12],10.55
_0500_,10.54
_3873_,10.5
_1253_,10.46
_2726_,10.46
net372,10.46
net1184,10.46
_2318_,10.44
_3354_,10.44
net738,10.44
_0006_,10.425
_2785_,10.42
net870,10.42
_2661_,10.4
regfile_inst.registers\[30\]\[23\],10.37
_0353_,10.365
_1524_,10.36
_1543_,10.36
_2500_,10.36
_3847_,10.36
regfile_inst.registers\[11\]\[7\],10.36
net567,10.36
_1725_,10.34
_3721_,10.34
WD3[25],10.33
WD3[29],10.33
outputC[1],10.33
_0152_,10.325
_1588_,10.32
_2140_,10.32
_3091_,10.32
_3791_,10.32
_2495_,10.3
_2911_,10.28
_2954_,10.28
_3178_,10.28
_3544_,10.28
_3817_,10.28
_3938_,10.28
_2430_,10.24
_3792_,10.24
net390,10.24
RD1[13],10.23
RD1[18],10.23
RD2[0],10.23
RD2[19],10.23
outputC[12],10.23
outputC[17],10.23
outputC[31],10.23
_2528_,10.22
_3855_,10.22
_4034_,10.22
net518,10.22
_1675_,10.2
_3378_,10.2
net282,10.2
net467,10.2
_0654_,10.18
net1043,10.18
_0645_,10.165
regfile_inst.registers\[21\]\[15\],10.16
_0874_,10.145
_2147_,10.14
_2378_,10.14
_3046_,10.12
regfile_inst.registers\[1\]\[15\],10.12
regfile_inst.registers\[27\]\[14\],10.12
_0702_,10.105
_1185_,10.1
_4008_,10.1
net356,10.1
net802,10.1
net828,10.1
net967,10.1
net1022,10.1
_3728_,10.08
_0117_,10.075
_0534_,10.075
_0355_,10.065
_1062_,10.06
_2501_,10.05
regfile_inst.registers\[20\]\[10\],10.02
_0677_,10.005
_3202_,10
A3[2],9.99
WD3[13],9.99
WD3[17],9.99
WD3[1],9.99
WD3[21],9.99
WD3[5],9.99
WD3[9],9.99
_2465_,9.98
_3598_,9.98
_3704_,9.98
_4080_,9.98
_1614_,9.96
net842,9.96
_0595_,9.945
_2602_,9.94
_3398_,9.94
_3700_,9.94
_3789_,9.94
_3870_,9.94
net435,9.94
net1133,9.94
_0941_,9.905
_3058_,9.9
_3488_,9.9
_3871_,9.9
_3908_,9.9
regfile_inst.registers\[29\]\[6\],9.9
_1205_,9.88
_1458_,9.88
_2925_,9.88
_3590_,9.88
_3788_,9.88
_3836_,9.88
regfile_inst.registers\[29\]\[3\],9.88
_0535_,9.865
_0628_,9.865
_1229_,9.86
_2521_,9.86
_2597_,9.86
_3087_,9.86
_3630_,9.86
_3423_,9.84
_0786_,9.825
_0897_,9.825
_1392_,9.82
_1531_,9.82
_2924_,9.82
_3066_,9.82
_3322_,9.82
_3342_,9.82
_3462_,9.82
_3813_,9.82
net297,9.82
net926,9.82
_0104_,9.805
_3820_,9.78
net716,9.78
net1108,9.78
_1707_,9.76
_3270_,9.76
_1484_,9.75
_3173_,9.74
_1589_,9.72
_2408_,9.72
_0711_,9.705
regfile_inst.registers\[31\]\[29\],9.7
net315,9.7
_0685_,9.685
_0859_,9.685
_0053_,9.675
_2272_,9.66
_3882_,9.66
regfile_inst.registers\[17\]\[2\],9.66
regfile_inst.registers\[31\]\[16\],9.66
net937,9.66
WD3[15],9.65
WD3[19],9.65
WD3[23],9.65
WD3[31],9.65
WD3[3],9.65
WD3[7],9.65
_0040_,9.645
_1473_,9.64
_3102_,9.64
_3303_,9.64
net687,9.64
_2786_,9.62
_1939_,9.6
_2552_,9.6
regfile_inst.registers\[30\]\[28\],9.595
_1280_,9.59
_1620_,9.54
_1105_,9.52
_1502_,9.52
_2168_,9.52
_2492_,9.52
_3467_,9.52
_3556_,9.52
_3953_,9.52
_2446_,9.5
_2897_,9.5
_3816_,9.5
net1177,9.5
_0012_,9.485
_1750_,9.48
_2297_,9.48
_2479_,9.48
_3258_,9.48
_3266_,9.48
_3542_,9.48
_3566_,9.48
_3638_,9.48
regfile_inst.registers\[29\]\[8\],9.48
_0638_,9.465
_2155_,9.46
_0594_,9.445
_2051_,9.44
_3362_,9.44
_3823_,9.44
net779,9.44
_3174_,9.42
_3310_,9.42
_3353_,9.42
_3470_,9.42
_3622_,9.42
_3906_,9.42
_3962_,9.42
_4065_,9.42
inputB[12],9.41
_0530_,9.405
_1277_,9.4
_1558_,9.4
_2603_,9.4
_2937_,9.4
_2960_,9.4
_3611_,9.4
_3890_,9.4
_3978_,9.4
net74,9.4
_0802_,9.385
_1778_,9.38
_0942_,9.365
_2599_,9.36
_2720_,9.36
_3215_,9.36
_3327_,9.36
_3338_,9.36
_3473_,9.36
_3930_,9.36
_3672_,9.34
_0524_,9.325
_0580_,9.325
_4068_,9.32
A3[0],9.31
A3[4],9.31
WD3[11],9.31
WD3[27],9.31
opcode[1],9.31
_0029_,9.305
_0090_,9.3
_2632_,9.3
_2023_,9.28
_2612_,9.28
regfile_inst.registers\[20\]\[5\],9.28
_2419_,9.26
_0987_,9.24
net1024,9.24
_0426_,9.225
_0543_,9.225
_0840_,9.225
_1201_,9.22
_1296_,9.22
_2763_,9.22
net267,9.22
net310,9.22
net375,9.22
net464,9.22
net626,9.22
net1227,9.22
_1952_,9.2
_3631_,9.2
regfile_inst.registers\[31\]\[30\],9.2
_0750_,9.185
_0939_,9.185
_1367_,9.18
_0620_,9.175
_1379_,9.17
_1547_,9.16
net217,9.16
_1529_,9.13
_2160_,9.12
regfile_inst.registers\[19\]\[16\],9.12
net274,9.1
net307,9.1
net387,9.1
net720,9.1
_1158_,9.08
_2355_,9.08
net541,9.08
net849,9.08
inputA[19],9.07
inputB[27],9.07
_1770_,9.06
_0641_,9.045
_3684_,9.04
_0219_,9.035
_0095_,9.025
_2566_,9.02
_2768_,9.02
_3555_,9.02
_3558_,9.02
_3608_,9.02
_3800_,9.02
_3932_,9.02
net787,9.02
net1067,9.02
_0086_,8.985
_0719_,8.985
_2699_,8.98
_2956_,8.98
_3251_,8.98
_3504_,8.98
_3512_,8.98
_3589_,8.98
_4073_,8.98
regfile_inst.registers\[28\]\[22\],8.98
regfile_inst.registers\[3\]\[29\],8.98
net1211,8.98
A3[1],8.97
WD3[12],8.97
_2347_,8.96
_3997_,8.96
_0277_,8.945
_1009_,8.945
_2833_,8.94
_3182_,8.94
_3315_,8.94
_3950_,8.94
net572,8.94
net756,8.94
_0212_,8.925
_0955_,8.915
_0018_,8.905
_0682_,8.905
_3070_,8.9
_3210_,8.9
_3604_,8.9
_3714_,8.9
_3886_,8.9
net284,8.9
net442,8.9
net723,8.9
net785,8.9
net1199,8.9
_2878_,8.88
_2547_,8.86
_2675_,8.86
_2962_,8.86
_3113_,8.86
_3459_,8.86
_3783_,8.86
_3854_,8.86
_3974_,8.86
net543,8.86
net989,8.86
_1346_,8.84
_1505_,8.84
_1567_,8.82
_3597_,8.82
_0671_,8.805
_0110_,8.8
_0364_,8.8
_1536_,8.8
_2901_,8.8
_3578_,8.8
_0650_,8.785
_0917_,8.785
_2359_,8.78
_2395_,8.78
_0156_,8.765
_1261_,8.76
_2026_,8.76
_2642_,8.76
net301,8.76
net407,8.76
net515,8.76
net571,8.76
net808,8.76
net888,8.76
net1079,8.76
_2439_,8.74
_3954_,8.74
net714,8.74
net1060,8.74
_0261_,8.725
_1823_,8.72
net619,8.68
net680,8.68
_0236_,8.665
_1015_,8.665
net798,8.66
A2[4],8.63
WD3[0],8.63
WD3[16],8.63
WD3[20],8.63
WD3[24],8.63
WD3[28],8.63
WD3[4],8.63
WD3[8],8.63
WE3,8.63
_0492_,8.625
_2064_,8.62
_0592_,8.615
inputA[15],8.61
inputA[23],8.61
inputA[7],8.61
inputB[15],8.61
inputB[19],8.61
inputB[23],8.61
_2012_,8.6
_3498_,8.6
net834,8.6
net905,8.6
_1610_,8.58
net782,8.58
_0185_,8.565
_0195_,8.565
_1601_,8.56
_3114_,8.56
_3179_,8.56
_3289_,8.56
_3506_,8.56
_3925_,8.56
_4012_,8.56
inputB[10],8.56
_0540_,8.525
_0906_,8.525
_1220_,8.52
_2544_,8.52
_2929_,8.52
_3145_,8.52
_3279_,8.52
_3617_,8.52
net445,8.52
_1970_,8.5
_3900_,8.5
_0036_,8.485
_0384_,8.485
_0761_,8.485
_0776_,8.485
_2580_,8.48
_2694_,8.48
_0818_,8.445
_2952_,8.44
_2987_,8.44
_3337_,8.44
_3400_,8.44
_3482_,8.44
_3919_,8.44
_4035_,8.44
net253,8.44
net913,8.44
_2874_,8.42
_3079_,8.42
inputA[11],8.41
_1537_,8.4
_1853_,8.4
_2994_,8.4
_3072_,8.4
_3169_,8.4
_3325_,8.4
_3698_,8.4
_4053_,8.4
net960,8.4
inputA[21],8.39
inputB[29],8.39
net646,8.38
_0335_,8.365
_0898_,8.365
_1462_,8.36
net847,8.36
_0288_,8.34
_1561_,8.34
_3309_,8.34
net795,8.34
_1941_,8.335
_0462_,8.325
_0833_,8.325
_1043_,8.32
_1486_,8.32
_2220_,8.32
regfile_inst.registers\[16\]\[20\],8.32
_0926_,8.305
_0225_,8.3
_0644_,8.3
_1210_,8.3
_1387_,8.3
_1817_,8.3
net259,8.3
net575,8.3
net773,8.3
net946,8.3
net1055,8.3
WD3[18],8.29
WD3[30],8.29
WD3[6],8.29
net399,8.28
_1097_,8.27
inputA[17],8.27
inputA[1],8.27
inputA[25],8.27
inputB[17],8.27
_0496_,8.265
net254,8.26
_0857_,8.255
_2010_,8.24
_0203_,8.235
_0552_,8.225
net1054,8.22
_2123_,8.2
_2798_,8.2
net560,8.16
_0135_,8.155
_0336_,8.145
_0362_,8.145
_3021_,8.14
_3410_,8.14
_3579_,8.14
_3580_,8.14
_1129_,8.12
_1271_,8.12
_3357_,8.12
_3085_,8.1
_3935_,8.1
_4010_,8.1
net845,8.1
_1557_,8.08
_0748_,8.065
_3320_,8.06
_3891_,8.06
_1182_,8.04
_1967_,8.04
_2444_,8.04
inputA[18],8.03
inputA[6],8.03
_0324_,8.025
_0779_,8.025
_1089_,8.02
_1177_,8.02
_1443_,8.02
_3051_,8.02
_3163_,8.02
_3621_,8.02
_0951_,7.985
_1606_,7.98
_2685_,7.98
_3029_,7.98
_3380_,7.98
_3450_,7.98
_3472_,7.98
_3683_,7.98
_3686_,7.98
_3747_,7.98
_3926_,7.98
_3968_,7.98
net509,7.98
net784,7.98
net820,7.98
net884,7.98
_0974_,7.975
_3386_,7.96
_3723_,7.96
A3[3],7.95
WD3[10],7.95
WD3[14],7.95
WD3[26],7.95
WD3[2],7.95
opcode[0],7.95
_0899_,7.945
_2732_,7.94
_3531_,7.94
_3651_,7.94
net708,7.94
_0757_,7.92
_1359_,7.92
_3151_,7.9
_3164_,7.9
_4002_,7.9
_0087_,7.88
_1256_,7.88
_2369_,7.88
_0238_,7.865
_2630_,7.86
_3742_,7.86
net1073,7.86
_0293_,7.855
_2017_,7.84
_3977_,7.84
net491,7.84
net678,7.84
net692,7.84
net1111,7.84
_0610_,7.82
inputA[5],7.81
inputB[31],7.81
inputB[9],7.81
_0437_,7.805
_0325_,7.8
net566,7.78
_0201_,7.765
_0428_,7.765
_0704_,7.765
_1249_,7.76
inputA[4],7.76
_0643_,7.745
net1097,7.74
_1890_,7.72
_2079_,7.72
net230,7.72
net452,7.72
inputA[26],7.71
inputB[26],7.71
inputB[30],7.71
_0051_,7.695
_0527_,7.695
_0529_,7.695
inputA[3],7.69
_1301_,7.68
_2485_,7.68
_3453_,7.68
_3808_,7.68
net1048,7.68
_2424_,7.66
_3772_,7.66
_3884_,7.66
_0913_,7.645
_1040_,7.645
_1203_,7.64
_1757_,7.64
_1916_,7.64
_2071_,7.64
_2508_,7.64
_3112_,7.64
_3685_,7.64
_3770_,7.64
_4026_,7.64
net437,7.64
net986,7.64
net1114,7.64
_0485_,7.615
_3713_,7.615
RD2[29],7.61
_0141_,7.605
_1978_,7.6
_3012_,7.6
_3013_,7.6
_3042_,7.6
_3334_,7.6
_3503_,7.6
_3741_,7.6
_3746_,7.6
_3905_,7.6
_4027_,7.6
_4063_,7.6
net227,7.6
net538,7.58
RD1[30],7.57
RD1[31],7.57
RD2[8],7.57
inputA[20],7.57
_0176_,7.565
_0207_,7.565
_0642_,7.565
_0873_,7.565
_0918_,7.565
_0985_,7.565
_2923_,7.56
_3643_,7.56
_3867_,7.56
net354,7.56
net909,7.56
_0365_,7.525
_0601_,7.525
_0673_,7.525
_1493_,7.52
_2565_,7.52
_3027_,7.52
_3123_,7.52
_3661_,7.52
net303,7.52
net389,7.52
net860,7.52
net999,7.52
net1123,7.52
_0948_,7.505
_3132_,7.5
_3233_,7.5
_3359_,7.5
_1292_,7.48
_2391_,7.48
_2950_,7.48
_3227_,7.48
_3403_,7.48
_3457_,7.48
_3510_,7.48
_3653_,7.48
_3795_,7.48
net369,7.46
net574,7.46
net1228,7.46
_0544_,7.445
_2252_,7.44
_2265_,7.44
_3382_,7.44
_3751_,7.44
_0295_,7.42
_0475_,7.42
_2471_,7.42
_3963_,7.42
net373,7.42
net689,7.42
net975,7.42
_0429_,7.385
_0576_,7.385
_0679_,7.385
_0785_,7.385
_0949_,7.385
_3022_,7.38
_3461_,7.38
net453,7.38
net470,7.38
net818,7.38
net821,7.38
net831,7.38
net1101,7.38
net1223,7.38
WD3[22],7.37
inputB[28],7.37
net312,7.36
inputA[9],7.35
inputB[13],7.35
inputB[21],7.35
inputB[25],7.35
_1208_,7.34
net1222,7.34
_0016_,7.305
_1448_,7.3
net774,7.3
net1136,7.3
_0624_,7.285
_0231_,7.265
_1895_,7.26
inputA[10],7.25
inputA[22],7.25
inputA[2],7.25
inputB[14],7.25
inputB[18],7.25
inputB[22],7.25
_2374_,7.24
outputC[15],7.23
_3175_,7.22
_3360_,7.22
_3605_,7.22
net398,7.22
net778,7.22
net899,7.22
net920,7.22
net1145,7.22
_2733_,7.2
_3134_,7.2
net996,7.2
_1326_,7.18
_1872_,7.18
_2695_,7.18
_3183_,7.18
_3207_,7.18
_3237_,7.18
_3379_,7.18
net768,7.18
net1202,7.18
_0108_,7.145
_0354_,7.145
_2857_,7.14
_2866_,7.14
_3047_,7.14
_3455_,7.14
_3519_,7.14
_3626_,7.14
_3636_,7.14
net546,7.14
_0794_,7.135
_1278_,7.12
_2693_,7.12
_4040_,7.12
_0240_,7.105
_0516_,7.105
_1254_,7.1
_1980_,7.1
_2701_,7.1
_2931_,7.1
_3537_,7.1
net234,7.1
net241,7.1
net481,7.1
net496,7.1
net556,7.1
net1053,7.1
net1225,7.1
net243,7.08
_1516_,7.06
_2100_,7.06
_2119_,7.06
_2537_,7.06
_2648_,7.06
_2835_,7.06
_3073_,7.06
_3243_,7.06
_3276_,7.06
_3391_,7.06
_3415_,7.06
_3677_,7.06
_3730_,7.06
_3850_,7.06
_3973_,7.06
_4009_,7.06
net262,7.06
net322,7.06
net361,7.06
net382,7.06
net655,7.06
net964,7.06
_0488_,7.045
_0697_,7.045
_3343_,7.04
_4024_,7.04
inputA[27],7.03
inputB[24],7.03
_0165_,7.025
_0921_,7.025
_0771_,7.02
A1[2],7.01
_0399_,7
_0419_,7
_0531_,7
_0892_,7
_3774_,7
net794,7
net1130,7
_0107_,6.985
_1568_,6.98
_1580_,6.98
_2746_,6.98
_2927_,6.98
_3726_,6.98
_3942_,6.98
_0009_,6.96
_0044_,6.96
_0045_,6.96
_0681_,6.96
_1417_,6.96
_1995_,6.96
_2413_,6.96
net289,6.96
net883,6.96
net914,6.96
net1137,6.96
net1157,6.96
_0687_,6.94
_0699_,6.94
net487,6.94
_0204_,6.925
_1234_,6.92
net577,6.92
net961,6.92
net1089,6.92
net1166,6.92
net1205,6.92
inputA[0],6.91
inputA[16],6.91
inputA[24],6.91
inputA[28],6.91
inputA[8],6.91
inputB[16],6.91
inputB[20],6.91
inputB[8],6.91
_1724_,6.9
net629,6.9
net1096,6.9
_0844_,6.885
_1951_,6.88
net862,6.88
net588,6.86
net1224,6.86
_0871_,6.855
_1377_,6.855
_0411_,6.845
_0456_,6.845
_0613_,6.845
_0819_,6.845
_0956_,6.845
_1010_,6.845
_3553_,6.84
_0181_,6.825
_0587_,6.825
_0860_,6.825
_3667_,6.82
regfile_inst.registers\[29\]\[29\],6.82
net1129,6.82
_0210_,6.815
net317,6.78
net610,6.78
_0340_,6.765
_0940_,6.765
_2825_,6.76
_3197_,6.76
_3466_,6.76
_3513_,6.76
_3522_,6.76
_3543_,6.76
_3546_,6.76
_3716_,6.76
_3780_,6.76
_3904_,6.76
_3929_,6.76
_3979_,6.76
_4038_,6.76
net637,6.76
net995,6.76
_2317_,6.74
net685,6.74
_1937_,6.72
_2282_,6.72
_2606_,6.72
_2620_,6.72
_2767_,6.72
_3034_,6.72
_3103_,6.72
_3196_,6.72
_3475_,6.72
_3752_,6.72
_3827_,6.72
_4023_,6.72
net450,6.72
net810,6.72
net551,6.7
_0020_,6.685
_0088_,6.685
_0491_,6.685
_0649_,6.685
_0661_,6.685
_0740_,6.685
_0858_,6.685
_3059_,6.66
_3105_,6.66
_3757_,6.66
_3825_,6.66
_3858_,6.66
_0444_,6.645
_0725_,6.645
_1594_,6.64
_1751_,6.64
_2219_,6.64
_2371_,6.64
_2445_,6.64
_3050_,6.64
_3663_,6.64
_3834_,6.64
_3869_,6.64
_3917_,6.64
_3955_,6.64
net223,6.64
net634,6.64
net903,6.64
net974,6.64
_0046_,6.625
_0178_,6.625
_0125_,6.62
_1578_,6.605
_2851_,6.6
_2999_,6.6
_3002_,6.6
_3099_,6.6
_3285_,6.6
_3336_,6.6
_3432_,6.6
_3435_,6.6
_3469_,6.6
_3534_,6.6
_3607_,6.6
_3818_,6.6
_3946_,6.6
net396,6.6
net885,6.6
net957,6.6
net1163,6.6
net1187,6.6
_3528_,6.58
_3927_,6.58
_0010_,6.565
_0057_,6.545
_0250_,6.545
_0208_,6.54
_0312_,6.54
_0423_,6.54
_1775_,6.54
_1889_,6.54
net645,6.54
net775,6.54
net993,6.54
net1162,6.54
_0653_,6.525
_2872_,6.52
_3096_,6.52
_3341_,6.52
net213,6.52
_0118_,6.5
_0255_,6.5
_0304_,6.5
_1188_,6.5
_1538_,6.5
_1565_,6.5
_1929_,6.5
_3272_,6.5
_3966_,6.5
net263,6.5
net474,6.5
net522,6.5
net599,6.5
net616,6.5
net751,6.5
net947,6.5
net1009,6.5
net1086,6.5
net239,6.48
net249,6.48
net932,6.48
_0116_,6.465
_0232_,6.465
_0408_,6.465
_1851_,6.46
net1050,6.46
_1394_,6.44
_1426_,6.44
net676,6.44
net1221,6.44
_0048_,6.425
_0249_,6.425
_0388_,6.425
_0625_,6.425
_0770_,6.425
_4025_,6.42
net726,6.42
net780,6.42
net728,6.4
_2629_,6.38
_1777_,6.37
_0214_,6.365
_0218_,6.365
_0300_,6.365
_0331_,6.365
_0505_,6.365
_0513_,6.365
_0557_,6.365
_0609_,6.365
_0637_,6.365
_0767_,6.365
_0380_,6.355
_0266_,6.345
_0648_,6.325
_1838_,6.3
_2761_,6.3
_2885_,6.3
_2903_,6.3
_3076_,6.3
_3529_,6.3
_3625_,6.3
_3717_,6.3
_3893_,6.3
_3903_,6.3
_3986_,6.3
_1041_,6.285
_3394_,6.28
net712,6.28
_0735_,6.275
_0076_,6.265
_0389_,6.265
_0501_,6.265
_0743_,6.265
_0744_,6.265
_1921_,6.26
_1955_,6.26
_2081_,6.26
_2783_,6.26
_2895_,6.26
_3028_,6.26
_3121_,6.26
_3146_,6.26
_3185_,6.26
_3249_,6.26
_3260_,6.26
_3372_,6.26
_3376_,6.26
_3425_,6.26
_3451_,6.26
_3664_,6.26
_3692_,6.26
_3809_,6.26
_3832_,6.26
_3846_,6.26
_3868_,6.26
_3971_,6.26
net558,6.26
net764,6.26
net887,6.26
net1033,6.26
_0548_,6.245
_0287_,6.225
_0326_,6.225
_0487_,6.225
_0614_,6.225
_0672_,6.225
_0983_,6.225
_3126_,6.2
_3221_,6.2
_3385_,6.2
_0027_,6.185
_0056_,6.185
_0415_,6.185
_0561_,6.185
_0722_,6.185
_0894_,6.185
_1613_,6.18
_2110_,6.18
_2553_,6.18
_2655_,6.18
_2710_,6.18
_2864_,6.18
_3223_,6.18
_3328_,6.18
_3533_,6.18
_3567_,6.18
_3615_,6.18
_3753_,6.18
_3773_,6.18
_3831_,6.18
_4003_,6.18
net791,6.18
net796,6.18
net1021,6.18
_0433_,6.165
_0739_,6.165
_0810_,6.165
_1349_,6.145
_1475_,6.14
_1731_,6.14
_1763_,6.14
_2611_,6.14
_2791_,6.14
_2831_,6.14
_2969_,6.14
_3000_,6.14
_3037_,6.14
_3060_,6.14
_3078_,6.14
_3217_,6.14
_3345_,6.14
_3483_,6.14
_3521_,6.14
_3629_,6.14
_3676_,6.14
_4021_,6.14
_4052_,6.14
_4062_,6.14
net370,6.14
net438,6.14
net640,6.14
net871,6.14
net911,6.14
_0001_,6.08
_0333_,6.08
_1259_,6.08
net237,6.08
net455,6.08
net503,6.08
net776,6.08
net958,6.08
net1113,6.08
net1185,6.08
net1197,6.08
_0081_,6.065
_0885_,6.065
_0937_,6.065
_2358_,6.06
_2615_,6.06
_2859_,6.06
_2938_,6.06
_3264_,6.06
_3994_,6.06
net851,6.06
_1433_,6.04
_1471_,6.04
_1943_,6.04
_2216_,6.04
net279,6.04
net586,6.04
net648,6.04
net856,6.04
net928,6.04
net1230,6.04
net431,6.02
_0013_,6.005
_0670_,5.985
_0841_,5.985
_1360_,5.98
_1718_,5.98
_2810_,5.98
net225,5.98
net299,5.98
net817,5.98
net893,5.98
net1081,5.98
net1160,5.98
_0199_,5.965
_0332_,5.965
_0730_,5.965
net979,5.96
net984,5.96
_0660_,5.945
_0925_,5.94
_1298_,5.94
_1306_,5.94
_1894_,5.94
_2057_,5.94
_0470_,5.935
_0459_,5.925
_1196_,5.92
net337,5.92
_0817_,5.905
_2336_,5.9
_0868_,5.895
_0112_,5.865
_0446_,5.865
net792,5.86
net1179,5.86
_0131_,5.845
_0712_,5.845
_1915_,5.84
_2486_,5.84
_3086_,5.84
_3152_,5.84
_3187_,5.84
_3319_,5.84
_3413_,5.84
_3419_,5.84
_3438_,5.84
_4018_,5.84
net251,5.84
net1005,5.84
net1045,5.84
_2585_,5.82
_3463_,5.82
_3799_,5.82
net255,5.82
_0166_,5.805
_0280_,5.805
_0683_,5.805
_1526_,5.8
_2127_,5.8
_2416_,5.8
_2706_,5.8
_2862_,5.8
_2912_,5.8
_2914_,5.8
_3098_,5.8
_3225_,5.8
_3447_,5.8
_3481_,5.8
_3593_,5.8
_3657_,5.8
_3668_,5.8
_3670_,5.8
_3727_,5.8
_3738_,5.8
_3924_,5.8
net793,5.8
net1008,5.8
_0536_,5.775
_0168_,5.765
_0396_,5.765
_0474_,5.765
_0631_,5.765
_0935_,5.765
_2643_,5.75
_3231_,5.74
_3349_,5.74
_3562_,5.74
_3750_,5.74
_3828_,5.74
_3852_,5.74
_3889_,5.74
_3910_,5.74
_4004_,5.74
net969,5.74
_1251_,5.72
_1364_,5.72
_2341_,5.72
_2368_,5.72
_2788_,5.72
_2891_,5.72
_2922_,5.72
_2936_,5.72
_2939_,5.72
_3071_,5.72
_3290_,5.72
_3305_,5.72
_3373_,5.72
_3524_,5.72
_3662_,5.72
_3798_,5.72
_3860_,5.72
_3952_,5.72
_4011_,5.72
_4055_,5.72
net214,5.72
net305,5.72
net457,5.72
net517,5.72
net525,5.72
net749,5.72
net973,5.72
_0054_,5.715
_0430_,5.705
_0558_,5.705
_3395_,5.7
_1222_,5.68
_1754_,5.68
_2453_,5.68
_2530_,5.68
_2750_,5.68
_2760_,5.68
_2916_,5.68
_2933_,5.68
_2973_,5.68
_3317_,5.68
_3351_,5.68
_3468_,5.68
_3591_,5.68
_3603_,5.68
_3709_,5.68
_3758_,5.68
_3907_,5.68
_3931_,5.68
_3964_,5.68
_3992_,5.68
_3996_,5.68
_4054_,5.68
net314,5.68
net832,5.68
net838,5.68
net944,5.68
_1488_,5.625
_0936_,5.62
_1213_,5.62
_1225_,5.62
_2329_,5.62
net385,5.62
net544,5.62
net631,5.62
net1080,5.62
net1138,5.62
_0468_,5.605
_0518_,5.605
_2707_,5.6
_3062_,5.6
_3308_,5.6
_3374_,5.6
_3793_,5.6
_3807_,5.6
_3967_,5.6
_3990_,5.6
net257,5.6
net479,5.6
net1192,5.6
_0313_,5.58
_0422_,5.58
_0632_,5.58
_0812_,5.58
_0945_,5.58
_2033_,5.58
net245,5.58
net432,5.58
net819,5.58
net922,5.58
net1044,5.58
net1164,5.58
net1215,5.58
net859,5.56
net1019,5.56
_0519_,5.555
_0694_,5.555
_0284_,5.545
_0084_,5.535
RD1[27],5.53
RD2[4],5.53
RD2[5],5.53
outputC[14],5.53
outputC[18],5.53
outputC[5],5.53
_1512_,5.52
_2062_,5.52
_2573_,5.52
net582,5.52
net608,5.52
net665,5.52
net704,5.52
net988,5.52
_0202_,5.505
_0376_,5.505
_0352_,5.5
_1793_,5.5
_2717_,5.5
net709,5.5
net713,5.5
net825,5.5
net841,5.5
net1007,5.5
_0163_,5.48
_2433_,5.48
net482,5.48
_0262_,5.46
_1317_,5.46
_2128_,5.46
_0286_,5.445
_0847_,5.445
_0133_,5.435
_0136_,5.435
_0342_,5.435
_0928_,5.435
_1035_,5.435
_0837_,5.425
_2360_,5.4
_1390_,5.38
_1441_,5.38
_1699_,5.38
_2045_,5.38
_2088_,5.38
_2684_,5.38
_3009_,5.38
_3064_,5.38
_3092_,5.38
_3188_,5.38
_3229_,5.38
_3247_,5.38
_3274_,5.38
_3535_,5.38
_3647_,5.38
_4005_,5.38
net508,5.38
net844,5.38
net866,5.38
net1231,5.38
_0959_,5.375
_1425_,5.36
_2737_,5.36
_2918_,5.36
_0217_,5.345
_0359_,5.345
_0407_,5.345
_1014_,5.345
_1616_,5.34
_2275_,5.34
_2899_,5.34
_3127_,5.34
_3281_,5.34
_3509_,5.34
_3569_,5.34
_3656_,5.34
_3821_,5.34
_3943_,5.34
_3993_,5.34
_4081_,5.34
net502,5.34
net900,5.34
net938,5.34
_0659_,5.315
_0061_,5.305
_0170_,5.305
_0196_,5.305
_0591_,5.305
_0930_,5.28
_2764_,5.28
_3304_,5.28
_3536_,5.28
_3880_,5.28
_4007_,5.28
_0417_,5.265
_0424_,5.265
_0532_,5.265
_0545_,5.265
_0633_,5.265
_0665_,5.265
_0686_,5.265
_0759_,5.265
_0828_,5.265
_0855_,5.265
_0916_,5.265
_0927_,5.265
_0970_,5.265
_1576_,5.26
_1801_,5.26
_1972_,5.26
_2330_,5.26
_2443_,5.26
_2868_,5.26
_3326_,5.26
_3390_,5.26
_3396_,5.26
_3885_,5.26
_4039_,5.26
net275,5.26
net559,5.26
net746,5.26
net976,5.26
net1100,5.26
net1118,5.26
_1982_,5.245
_1414_,5.22
_1733_,5.22
_1798_,5.22
_1959_,5.22
_2096_,5.22
_2691_,5.22
_2739_,5.22
_2787_,5.22
_2905_,5.22
_2917_,5.22
_2979_,5.22
_2992_,5.22
_3208_,5.22
_3241_,5.22
_3329_,5.22
_3339_,5.22
_3484_,5.22
_3486_,5.22
_3594_,5.22
_3642_,5.22
_3745_,5.22
_3833_,5.22
_3909_,5.22
_3939_,5.22
_4051_,5.22
net179,5.22
net199,5.22
net444,5.22
net663,5.22
net896,5.22
net915,5.22
RD2[14],5.19
outputC[26],5.19
outputC[7],5.19
_0137_,5.185
_0416_,5.16
_0626_,5.16
_1086_,5.16
_2008_,5.16
net233,5.16
net368,5.16
net371,5.16
net535,5.16
net542,5.16
net745,5.16
net1094,5.16
net1193,5.16
_1339_,5.14
_1451_,5.14
net614,5.14
net758,5.14
_1209_,5.12
_2030_,5.12
net236,5.12
net242,5.12
net277,5.12
net379,5.12
net418,5.12
net434,5.12
net466,5.12
net647,5.12
net836,5.12
net889,5.12
